Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util,grade
485,32875,20.49,< 1 year,RENT,109500,Fully Paid,23.05,0,715,719,717,debt_consolidation,100858,128676,83.3,E
489,20000,9.17,10+ years,MORTGAGE,72000,Fully Paid,22.83,0,710,714,712,debt_consolidation,182104,266525,44.5,B
490,8850,13.11,,RENT,30000,Fully Paid,28.84,1,695,699,697,credit_card,20313,36064,46.2,B
491,10000,15.61,9 years,RENT,50000,Fully Paid,11.09,0,735,739,737,debt_consolidation,8912,35000,2,D
498,2000,13.11,5 years,MORTGAGE,104000,Fully Paid,17.97,0,690,694,692,major_purchase,,,57,B
499,5000,16.99,10+ years,RENT,70000,Fully Paid,12.68,1,670,674,672,debt_consolidation,23091,37182,61.7,D
501,35000,14.49,5 years,OWN,150000,Fully Paid,12.41,0,670,674,672,debt_consolidation,261744,281553,47.7,C
502,5000,10.64,3 years,RENT,42000,Fully Paid,12.14,0,680,684,682,debt_consolidation,8210,10702,42.1,B
503,10000,22.4,10+ years,MORTGAGE,63000,Fully Paid,9.43,0,665,669,667,debt_consolidation,11971,20400,50.4,E
504,6000,6.62,10+ years,RENT,91000,Fully Paid,14.49,0,730,734,732,credit_card,34206,57742,39.8,A
505,3975,16.99,2 years,RENT,60320,Charged Off,17.67,0,680,684,682,debt_consolidation,60443,65484,10,D
506,5000,10.49,2 years,RENT,80000,Charged Off,24.44,0,665,669,667,credit_card,61549,80987,61,B
509,24800,18.25,2 years,MORTGAGE,62000,Fully Paid,17.87,1,715,719,717,debt_consolidation,206166,263478,37.9,E
518,7000,14.65,10+ years,MORTGAGE,69100,Charged Off,9.41,0,670,674,672,home_improvement,119802,146923,49.6,C
526,4800,14.98,< 1 year,RENT,20800,Charged Off,14.85,0,690,694,692,vacation,9578,18750,37.9,C
528,18200,5.32,10+ years,MORTGAGE,112200,Fully Paid,26.78,0,695,699,697,credit_card,184330,268712,53.2,A
529,20000,7.62,10+ years,MORTGAGE,201000,Fully Paid,20.66,0,740,744,742,credit_card,793407,941843,82,A
533,21000,9.17,10+ years,MORTGAGE,150000,Fully Paid,18.87,0,680,684,682,credit_card,357320,396183,76.9,B
535,15500,10.16,1 year,MORTGAGE,50000,Fully Paid,10.86,0,710,714,712,home_improvement,239509,258252,72.2,B
536,10000,9.16,10+ years,OWN,190000,Fully Paid,20.56,0,665,669,667,debt_consolidation,68904,101806,59.5,B
537,19000,7.62,10+ years,MORTGAGE,91000,Fully Paid,16.85,0,725,729,727,credit_card,232349,250675,78.4,A
539,12000,9.99,10+ years,MORTGAGE,75000,Fully Paid,20.61,1,750,754,752,debt_consolidation,206273,282361,25.6,B
542,14300,15.31,2 years,MORTGAGE,41000,Fully Paid,20.4,0,700,704,702,debt_consolidation,191139,214217,59,C
543,2000,12.99,10+ years,MORTGAGE,76000,Fully Paid,27.6,0,695,699,697,vacation,196519,223694,83.7,C
545,15000,9.17,10+ years,MORTGAGE,750000,Fully Paid,3.64,0,720,724,722,home_improvement,1415519,1503265,76.3,B
546,10500,19.99,2 years,RENT,45000,Charged Off,22.05,0,670,674,672,car,27475,43700,55.1,E
549,18000,11.99,4 years,OWN,60000,Fully Paid,13.19,0,675,679,677,debt_consolidation,69971,98873,18,B
551,40000,6.97,4 years,MORTGAGE,127000,Fully Paid,19.5,0,735,739,737,debt_consolidation,431842,497071,47.7,A
554,25000,13.49,4 years,MORTGAGE,80000,Fully Paid,14.65,0,720,724,722,debt_consolidation,,,71.7,C
557,4000,13.33,2 years,RENT,47000,Charged Off,29.78,1,675,679,677,debt_consolidation,52030,66138,40.7,C
558,7200,7.89,10+ years,MORTGAGE,85000,Fully Paid,38.92,0,720,724,722,home_improvement,235698,281966,39.4,A
561,22225,11.67,3 years,OWN,50000,Fully Paid,30.39,0,705,709,707,debt_consolidation,190282,268358,55.3,B
565,32000,12.99,10+ years,MORTGAGE,138000,Fully Paid,16.75,0,710,714,712,debt_consolidation,471622,545400,58.9,C
567,10000,13.99,2 years,RENT,50000,Fully Paid,18.46,0,690,694,692,credit_card,,,68.5,C
568,14400,14.46,10+ years,RENT,72500,Fully Paid,17.98,0,665,669,667,debt_consolidation,23765,27700,85.8,C
569,28000,17.57,10+ years,MORTGAGE,78000,Fully Paid,35.06,0,690,694,692,debt_consolidation,183665,219447,77.6,D
572,19750,12.99,10+ years,RENT,44136,Charged Off,27.62,0,735,739,737,debt_consolidation,71132,100812,35,C
573,10800,11.67,5 years,MORTGAGE,35000,Fully Paid,19.63,0,700,704,702,debt_consolidation,18597,25092,84.2,B
575,5000,14.61,4 years,OWN,55000,Fully Paid,2.42,0,665,669,667,debt_consolidation,,,16.4,D
577,35000,16.59,10+ years,OWN,609000,Charged Off,1.58,2,665,669,667,car,29439,92504,5.7,D
578,34875,25.99,7 years,MORTGAGE,144000,Charged Off,26.64,0,700,704,702,debt_consolidation,556962,633937,86.9,G
580,12000,6.03,10+ years,MORTGAGE,100000,Fully Paid,11.55,0,790,794,792,debt_consolidation,130790,203887,21.8,A
581,25000,20.77,10+ years,MORTGAGE,81600,Fully Paid,22.12,0,660,664,662,debt_consolidation,,,69,G
582,4000,12.49,10+ years,RENT,17000,Fully Paid,16.58,1,670,674,672,credit_card,6720,10600,63.4,B
583,12000,9.67,3 years,MORTGAGE,44000,Fully Paid,16.23,0,730,734,732,debt_consolidation,178143,206284,25.8,B
585,15000,11.55,8 years,RENT,67500,Fully Paid,17.11,0,685,689,687,debt_consolidation,31187,35200,88.6,B
586,10300,19.47,1 year,RENT,72000,Fully Paid,28.85,0,675,679,677,debt_consolidation,70317,98148,91.7,D
587,25000,10.08,2 years,MORTGAGE,225000,Fully Paid,4.51,0,755,759,757,major_purchase,,,39.5,B
593,15000,13.98,5 years,RENT,120000,Fully Paid,9.88,1,700,704,702,debt_consolidation,357282,438333,15,C
595,5950,17.99,,MORTGAGE,50000,Fully Paid,18.82,1,665,669,667,debt_consolidation,223550,246700,71.1,D
596,20000,6.92,3 years,MORTGAGE,85000,Charged Off,18.8,0,740,744,742,debt_consolidation,206367,238335,43.8,A
600,14000,18.25,10+ years,OWN,78200,Fully Paid,22.73,1,665,669,667,vacation,298779,357532,81,E
602,17500,12.69,10+ years,RENT,102000,Fully Paid,4.64,0,660,664,662,debt_consolidation,14748,19600,75.2,C
606,8000,12.49,7 years,RENT,33600,Fully Paid,8.14,0,680,684,682,debt_consolidation,5936,12400,47.9,B
609,6500,13.99,9 years,RENT,50000,Charged Off,30.69,0,660,664,662,debt_consolidation,70602,79099,93.5,C
610,6000,8.99,3 years,RENT,58000,Fully Paid,12.41,0,710,714,712,debt_consolidation,26077,45753,26.6,B
615,15000,19.52,3 years,RENT,50000,Fully Paid,27.1,0,665,669,667,debt_consolidation,69110,79198,72.8,E
619,12000,11.49,1 year,RENT,55000,Charged Off,12.9,0,675,679,677,medical,14327,66368,25.5,B
622,18000,16.99,< 1 year,MORTGAGE,75000,Charged Off,32.22,0,680,684,682,debt_consolidation,245605,267531,67.1,D
623,20000,10.91,10+ years,MORTGAGE,70000,Fully Paid,34.3,0,775,779,777,debt_consolidation,204788,298767,16.9,B
624,28000,16.78,10+ years,OWN,175000,Charged Off,9.95,0,705,709,707,debt_consolidation,335026,467500,40.8,C
625,13500,8.9,9 years,MORTGAGE,90000,Fully Paid,19.15,0,715,719,717,credit_card,59385,95763,45.4,A
627,20000,14.47,10+ years,RENT,120000,Fully Paid,18.95,2,680,684,682,debt_consolidation,476996,543243,44.1,C
632,11975,14.99,10+ years,MORTGAGE,57000,Fully Paid,19.35,0,700,704,702,debt_consolidation,109048,134415,51.7,C
633,12000,12.69,7 years,MORTGAGE,62000,Fully Paid,16.74,0,685,689,687,credit_card,156072,161019,101.1,C
634,16000,9.17,10+ years,OWN,95000,Fully Paid,24.26,2,700,704,702,credit_card,118694,259576,30.6,B
635,12000,8.67,9 years,MORTGAGE,120000,Fully Paid,3.78,1,700,704,702,debt_consolidation,129965,173091,41.3,B
637,14000,14.33,10+ years,RENT,97000,Fully Paid,19.95,0,670,674,672,debt_consolidation,66075,74720,94.1,C
638,16000,12.21,< 1 year,RENT,84000,Fully Paid,17.8,0,735,739,737,other,,,20.2,B
640,9000,8.9,10+ years,MORTGAGE,57000,Fully Paid,13.85,0,700,704,702,debt_consolidation,271537,346597,13.5,A
641,15000,13.11,10+ years,MORTGAGE,45000,Charged Off,9.68,0,665,669,667,debt_consolidation,169609,183807,61.4,B
642,7900,18.24,6 years,RENT,22000,Fully Paid,19.48,0,685,689,687,debt_consolidation,9687,20526,42.5,D
645,20000,8.9,10+ years,MORTGAGE,200000,Fully Paid,24.59,0,700,704,702,debt_consolidation,865080,980024,77.4,A
647,22500,12.99,3 years,MORTGAGE,130000,Fully Paid,20.84,0,695,699,697,debt_consolidation,535587,598032,55.1,C
650,7000,12.12,4 years,RENT,35000,Fully Paid,33.05,0,685,689,687,debt_consolidation,33512,49075,88.7,B
651,5000,17.99,10+ years,OWN,75000,Fully Paid,21.06,0,685,689,687,home_improvement,293363,322527,97.4,D
652,3825,21.99,5 years,RENT,24000,Fully Paid,33.2,0,660,664,662,other,22496,27000,59,E
655,8000,9.17,10+ years,OWN,55000,Fully Paid,29.41,0,675,679,677,debt_consolidation,111661,123600,75.7,B
657,12225,16.59,,MORTGAGE,94000,Fully Paid,10.62,0,670,674,672,debt_consolidation,136170,156259,82,D
659,15000,6.89,2 years,MORTGAGE,90000,Fully Paid,19.77,0,665,669,667,credit_card,403360,443748,40.5,A
661,5950,23.13,4 years,RENT,46000,Charged Off,24.97,1,665,669,667,debt_consolidation,17709,29938,79,F
662,7000,7.66,< 1 year,RENT,115200,Fully Paid,22.19,0,740,744,742,credit_card,,,49.5,A
663,24000,14.46,7 years,MORTGAGE,88000,Charged Off,14.63,0,700,704,702,debt_consolidation,358266,420913,59.9,C
664,18000,17.27,3 years,MORTGAGE,52000,Fully Paid,24.28,0,665,669,667,credit_card,191265,209458,94.6,C
665,15000,17.86,2 years,MORTGAGE,85000,Charged Off,38.08,2,660,664,662,debt_consolidation,158317,199540,90.5,D
666,26875,18.99,< 1 year,MORTGAGE,64000,Charged Off,34.2,0,660,664,662,debt_consolidation,148895,187774,67.8,D
667,13375,19.19,4 years,RENT,60000,Charged Off,15.42,0,670,674,672,debt_consolidation,17980,25827,58.9,E
670,7000,6.62,6 years,MORTGAGE,55000,Fully Paid,11.5,0,770,774,772,credit_card,24618,69328,14.8,A
672,20000,11.53,10+ years,RENT,82000,Fully Paid,15.81,0,675,679,677,debt_consolidation,14786,29480,48.4,B
673,35000,21.18,5 years,RENT,119000,Charged Off,18.13,0,680,684,682,debt_consolidation,50772,70182,86.7,E
674,35000,12.74,5 years,MORTGAGE,119000,Fully Paid,18.41,1,670,674,672,debt_consolidation,34328,54298,70.7,C
675,9000,20.99,2 years,RENT,30000,Fully Paid,16.2,0,665,669,667,debt_consolidation,35161,37815,86,E
680,13500,13.65,6 years,RENT,75000,Fully Paid,14.97,0,670,674,672,debt_consolidation,28598,60743,31.7,C
684,10000,14.65,8 years,RENT,45000,Charged Off,18.91,0,680,684,682,credit_card,18880,33500,56.4,C
688,11000,14.16,8 years,OWN,40000,Fully Paid,31.23,0,675,679,677,debt_consolidation,39379,47870,23,C
689,17000,6.97,2 years,MORTGAGE,96000,Fully Paid,14.11,1,695,699,697,credit_card,475479,543028,36,A
690,32000,15.31,7 years,MORTGAGE,88000,Charged Off,24.87,0,745,749,747,vacation,66403,117663,50.8,C
691,10800,12.39,2 years,RENT,47000,Fully Paid,36.37,0,660,664,662,debt_consolidation,30385,44100,95.1,C
693,10000,9.99,10+ years,MORTGAGE,58000,Charged Off,21.77,0,695,699,697,home_improvement,46260,76486,55.8,B
694,14000,6.62,< 1 year,MORTGAGE,85000,Fully Paid,14.85,0,750,754,752,debt_consolidation,,,60.9,A
695,6000,15.61,10+ years,RENT,50000,Fully Paid,14.09,0,670,674,672,debt_consolidation,14739,20359,67.6,D
696,25175,15.05,10+ years,MORTGAGE,60000,Fully Paid,11.08,1,695,699,697,debt_consolidation,489680,518567,34,C
698,11500,12.69,6 years,OWN,95000,Fully Paid,18.24,1,660,664,662,credit_card,221327,237075,80.4,C
699,18000,12.99,1 year,RENT,55000,Fully Paid,18.22,0,675,679,677,debt_consolidation,21012,35016,74.7,B
700,12475,27.31,9 years,OWN,39000,Charged Off,27.63,0,675,679,677,car,34356,43511,95,G
705,5000,11.47,3 years,OWN,26000,Fully Paid,8.63,0,685,689,687,debt_consolidation,4687,12400,37.8,B
706,3375,10.15,8 years,MORTGAGE,36000,Fully Paid,29.18,0,775,779,777,home_improvement,184071,230753,3.5,B
707,8000,17.56,2 years,OWN,54000,Fully Paid,12.11,0,660,664,662,major_purchase,18305,22035,84.8,D
711,23000,14.31,10+ years,MORTGAGE,120000,Fully Paid,32.07,0,690,694,692,debt_consolidation,293028,399006,53.3,C
712,13200,6.49,10+ years,MORTGAGE,45000,Fully Paid,6.8,0,785,789,787,credit_card,10276,24022,16.6,A
714,16800,9.16,,RENT,84000,Charged Off,9.11,0,670,674,672,debt_consolidation,18346,28389,69,B
715,20000,16.29,5 years,RENT,100000,Charged Off,10.64,2,685,689,687,small_business,17611,45400,49.2,D
717,19800,19.52,4 years,OWN,55000,Fully Paid,8.64,0,675,679,677,debt_consolidation,13181,14800,89.1,E
718,20000,14.27,2 years,OWN,57000,Fully Paid,17.35,0,725,729,727,debt_consolidation,,,92.1,C
720,10000,14.99,8 years,OWN,25000,Charged Off,10.85,0,680,684,682,credit_card,5562,9100,61.1,C
721,15000,13.99,3 years,OWN,87000,Fully Paid,13.71,0,665,669,667,home_improvement,271275,322500,41.7,C
722,35000,11.67,2 years,RENT,383000,Fully Paid,7.6,0,755,759,757,credit_card,90579,131685,56.8,B
726,7500,12.59,< 1 year,RENT,39000,Fully Paid,13.03,0,670,674,672,debt_consolidation,12262,21858,3.3,C
727,12500,15.1,3 years,RENT,75000,Fully Paid,8.91,0,670,674,672,debt_consolidation,15296,21685,77.5,C
729,21000,13.44,2 years,RENT,104000,Charged Off,29.89,0,705,709,707,debt_consolidation,110778,149342,50.3,C
732,15000,13.35,1 year,MORTGAGE,87000,Fully Paid,4.57,2,675,679,677,credit_card,122648,134800,83.7,C
733,14000,12.99,10+ years,MORTGAGE,43000,Fully Paid,12.39,0,685,689,687,debt_consolidation,12237,31900,38.4,C
734,8000,15.88,6 years,MORTGAGE,36000,Fully Paid,22.11,1,680,684,682,debt_consolidation,27110,53305,43.3,C
737,7450,11.99,1 year,RENT,80000,Fully Paid,14.34,0,680,684,682,debt_consolidation,13714,46181,31,B
739,24000,18.25,3 years,MORTGAGE,110000,Fully Paid,8.85,3,670,674,672,home_improvement,234151,265629,81.9,D
741,6000,11.49,1 year,RENT,65000,Fully Paid,6.79,1,680,684,682,debt_consolidation,70663,76640,35.8,B
743,22000,13.98,6 years,MORTGAGE,214000,Fully Paid,8.68,0,685,689,687,debt_consolidation,57415,83426,72.2,C
746,8400,16.29,10+ years,MORTGAGE,75000,Fully Paid,21.26,0,695,699,697,debt_consolidation,315431,379431,64.5,C
747,9000,11.99,,MORTGAGE,25791.12,Fully Paid,11.26,0,670,674,672,debt_consolidation,6399,15289,47.1,C
748,16000,12.39,2 years,RENT,38500,Fully Paid,30.74,0,670,674,672,credit_card,24363,36939,81.9,C
750,8000,7.39,9 years,MORTGAGE,78500,Fully Paid,29.62,0,770,774,772,home_improvement,486981,543432,7.7,A
751,9000,12.99,4 years,MORTGAGE,94000,Fully Paid,21,0,695,699,697,credit_card,264855,288262,57.5,B
756,27000,12.49,10+ years,MORTGAGE,115000,Fully Paid,14.02,0,715,719,717,debt_consolidation,226416,299472,25.1,B
758,14000,15.8,7 years,MORTGAGE,125000,Fully Paid,7.97,0,670,674,672,debt_consolidation,309673,320510,72.1,C
760,10000,6.49,2 years,RENT,39980,Fully Paid,29.5,0,725,729,727,debt_consolidation,30610,74607,40.9,A
761,7500,14.99,,MORTGAGE,67000,Charged Off,13.8,1,670,674,672,home_improvement,374499,413296,21.5,C
764,8000,15.77,,MORTGAGE,93000,Charged Off,37.44,0,675,679,677,debt_consolidation,335258,384829,56,D
766,6000,12.05,2 years,RENT,35000,Fully Paid,10.08,0,735,739,737,major_purchase,46696,57090,0,C
767,13200,20.2,4 years,MORTGAGE,94000,Charged Off,15.84,0,670,674,672,debt_consolidation,366250,410579,96.2,E
768,9600,7.26,< 1 year,MORTGAGE,30000,Fully Paid,20.44,0,685,689,687,credit_card,35570,36669,70,A
770,10000,14.65,10+ years,RENT,30000,Fully Paid,21.72,0,660,664,662,debt_consolidation,17476,28469,57.9,C
771,20900,15.61,7 years,RENT,67000,Fully Paid,26.78,0,695,699,697,debt_consolidation,107723,124058,81.9,D
772,10200,13.33,8 years,RENT,56000,Charged Off,22.52,0,670,674,672,debt_consolidation,62576,94073,52,C
774,30000,7.9,10+ years,MORTGAGE,140000,Fully Paid,9.33,0,750,754,752,debt_consolidation,,,55,A
775,18000,16.55,2 years,MORTGAGE,52500,Fully Paid,19.98,0,700,704,702,debt_consolidation,39940,51132,40.6,D
776,33400,20.99,2 years,RENT,95000,Fully Paid,21.42,1,675,679,677,debt_consolidation,107585,136159,40.2,E
779,7000,13.99,,MORTGAGE,60000,Fully Paid,26.86,0,730,734,732,debt_consolidation,279270,326291,59.9,C
780,19000,16.99,< 1 year,RENT,53000,Charged Off,16.92,0,675,679,677,debt_consolidation,37320,52106,45.4,D
784,15000,7.26,3 years,RENT,61300,Fully Paid,20.3,1,710,714,712,debt_consolidation,54610,93533,9.1,A
787,6000,12.69,10+ years,MORTGAGE,80000,Fully Paid,17.76,0,660,664,662,debt_consolidation,215233,234952,54.8,C
789,11200,10.99,3 years,RENT,40000,Charged Off,26.07,0,750,754,752,credit_card,55217,77190,32.3,B
790,3000,9.67,2 years,RENT,47800,Fully Paid,21.52,0,665,669,667,credit_card,12806,35382,53.2,B
793,10000,12.99,1 year,RENT,45000,Fully Paid,9.27,0,705,709,707,credit_card,11046,27300,40.5,C
797,18000,15.8,3 years,OWN,120000,Fully Paid,10.82,4,690,694,692,debt_consolidation,369871,424560,64.3,C
800,4000,9.67,10+ years,MORTGAGE,74000,Fully Paid,21.12,0,735,739,737,car,212310,245794,33.5,B
804,8000,15.31,7 years,MORTGAGE,55000,Charged Off,25.25,0,695,699,697,debt_consolidation,157599,180056,48.4,C
805,15000,13.98,10+ years,MORTGAGE,68500,Fully Paid,14.49,1,690,694,692,debt_consolidation,94493,119135,58.5,C
806,5000,7.26,4 years,MORTGAGE,32000,Fully Paid,0.94,0,765,769,767,major_purchase,17423,32283,3.1,A
808,4000,8.18,,MORTGAGE,36000,Charged Off,10.13,0,690,694,692,credit_card,122679,141043,25.9,B
810,15000,20.49,2 years,MORTGAGE,78000,Charged Off,13.6,1,670,674,672,other,218272,242703,92.3,E
811,21000,9.91,6 years,RENT,75000,Fully Paid,6.96,0,775,779,777,home_improvement,,,27.5,B
813,7200,12.05,10+ years,RENT,19000,Fully Paid,18.19,0,720,724,722,credit_card,11961,24800,48.2,C
816,6000,9.93,2 years,MORTGAGE,35000,Fully Paid,12.31,0,755,759,757,major_purchase,6073,21400,8.3,B
817,12000,6.03,1 year,RENT,75000,Fully Paid,14.38,0,720,724,722,credit_card,42977,60263,79.9,A
818,19500,10.99,10+ years,MORTGAGE,88000,Fully Paid,16.42,0,675,679,677,credit_card,241268,268600,75.1,B
819,16000,22.74,10+ years,MORTGAGE,80000,Fully Paid,24.65,1,690,694,692,debt_consolidation,145379,178736,82.2,E
822,10000,14.64,3 years,MORTGAGE,50000,Charged Off,6.94,0,720,724,722,debt_consolidation,205653,224727,26.4,C
824,10000,11.99,,RENT,36000,Charged Off,39.5,0,680,684,682,credit_card,49310,65428,92.9,C
825,15850,15.59,< 1 year,RENT,60000,Charged Off,30.16,1,670,674,672,small_business,118656,153000,44.6,C
826,8000,10.99,7 years,RENT,53000,Charged Off,17.26,1,660,664,662,other,18004,31727,36.3,B
827,7200,13.67,10+ years,OWN,57000,Charged Off,22.48,1,695,699,697,debt_consolidation,222851,266002,63.1,C
828,7950,17.27,,OWN,18981,Fully Paid,14.83,0,670,674,672,debt_consolidation,17381,95860,6.1,D
829,9000,8.67,< 1 year,MORTGAGE,70700,Fully Paid,23,1,675,679,677,credit_card,209792,245812,63.1,B
830,25000,10.49,4 years,MORTGAGE,175000,Fully Paid,12.33,0,680,684,682,credit_card,340203,375929,54.9,B
831,20000,7.62,2 years,MORTGAGE,180000,Fully Paid,12.03,1,705,709,707,home_improvement,994574,1134218,45.6,A
835,12500,12.12,2 years,RENT,55000,Charged Off,29.37,0,705,709,707,debt_consolidation,75809,93992,54.2,B
837,9450,16.99,5 years,RENT,26400,Charged Off,22.77,0,670,674,672,debt_consolidation,13607,21594,88.7,D
839,15000,5.32,6 years,MORTGAGE,140500,Fully Paid,15.64,0,800,804,802,debt_consolidation,334495,419642,11.6,A
840,12000,14.33,10+ years,RENT,60000,Charged Off,15.66,0,690,694,692,credit_card,18052,23318,95.3,C
843,2400,18.55,4 years,RENT,35000,Fully Paid,13.21,0,720,724,722,credit_card,15644,24406,42.7,D
846,7500,9.99,2 years,RENT,68000,Fully Paid,21.9,0,665,669,667,vacation,47550,62651,76.6,B
847,13000,10.99,10+ years,RENT,80000,Fully Paid,9.74,0,710,714,712,debt_consolidation,12674,39517,45.5,B
848,20000,6.99,2 years,MORTGAGE,95000,Fully Paid,15.31,0,765,769,767,debt_consolidation,220173,239777,29,A
849,20000,15.99,10+ years,MORTGAGE,75000,Fully Paid,14.08,1,675,679,677,credit_card,376300,431938,64.5,C
850,16000,11.14,10+ years,MORTGAGE,52000,Fully Paid,1.45,0,750,754,752,home_improvement,99648,124400,17,B
851,5000,12.49,4 years,RENT,55000,Fully Paid,31.27,0,700,704,702,debt_consolidation,85946,107825,47,B
853,17000,7.89,9 years,RENT,54828,Fully Paid,15.58,0,675,679,677,credit_card,28035,52767,55.7,A
855,10000,9.17,5 years,MORTGAGE,39520,Charged Off,20.71,0,690,694,692,home_improvement,25532,49523,24,B
859,15000,14.49,1 year,OWN,59000,Charged Off,34.24,0,715,719,717,debt_consolidation,54306,90200,48.1,C
860,35000,11.49,10+ years,OWN,90000,Fully Paid,13.59,1,685,689,687,debt_consolidation,113965,132729,65,B
861,19725,10.99,9 years,MORTGAGE,45500,Fully Paid,31.23,0,705,709,707,debt_consolidation,129769,170794,60,B
862,9000,14.46,1 year,RENT,65000,Fully Paid,17.86,1,660,664,662,debt_consolidation,105629,112210,68.8,C
863,16900,17.86,7 years,RENT,47000,Charged Off,37.56,0,665,669,667,debt_consolidation,51046,70213,70,D
865,5400,12.79,3 years,RENT,34000,Fully Paid,7.45,0,665,669,667,credit_card,21762,24823,54.4,C
870,10000,11.14,7 years,MORTGAGE,35000,Fully Paid,32.23,0,730,734,732,debt_consolidation,122279,169521,27.9,B
871,15000,8.6,5 years,MORTGAGE,45000,Fully Paid,25.49,0,695,699,697,debt_consolidation,178069,185148,74.9,A
874,20400,5.32,10+ years,MORTGAGE,175000,Fully Paid,19.06,0,760,764,762,credit_card,224153,341908,41.1,A
876,20000,11.99,10+ years,MORTGAGE,52000,Fully Paid,18.76,0,675,679,677,credit_card,208712,223900,79.7,B
878,19200,9.49,10+ years,MORTGAGE,80000,Fully Paid,16.01,2,670,674,672,debt_consolidation,371713,426355,32.5,B
879,35000,21.67,10+ years,MORTGAGE,74200,Fully Paid,30.46,0,715,719,717,debt_consolidation,263323,310462,46.8,E
881,2800,12.79,7 years,MORTGAGE,48500,Charged Off,23.73,0,675,679,677,vacation,159371,173621,82.1,C
