Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,grade,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util
428,10700,15.61,8 years,MORTGAGE,48000,1,D,24.75,2,665,669,667,debt_consolidation,220046,249789,77.1
429,28000,13.99,10+ years,MORTGAGE,150000,1,C,2.2,0,665,669,667,debt_consolidation,120467,153000,30.4
431,10000,15.05,2 years,RENT,44000,1,C,21.75,0,705,709,707,credit_card,60445,67343,63.8
432,19200,13.59,9 years,OWN,111000,1,C,15.54,0,750,754,752,debt_consolidation,28015,55300,50
433,10000,14.65,10+ years,MORTGAGE,135000,0,C,14.97,1,680,684,682,debt_consolidation,99564,109251,80.3
435,20000,13.99,2 years,MORTGAGE,85000,1,C,15.28,0,690,694,692,debt_consolidation,262744,273313,93.4
436,16000,11.39,< 1 year,RENT,96765,1,B,3.52,0,820,824,822,credit_card,7912,45225,0.2
437,8000,10.75,10+ years,RENT,250000,1,B,9.37,0,670,674,672,other,63921,78983,87.3
438,9675,19.99,10+ years,RENT,46000,1,D,34.65,0,685,689,687,debt_consolidation,52469,67333,50.1
440,24000,21.45,10+ years,MORTGAGE,58564,1,D,30,0,670,674,672,credit_card,49455,78790,66.8
441,8325,17.86,5 years,RENT,22000,1,D,24.4,0,670,674,672,credit_card,14632,24698,52.1
442,23550,30.94,4 years,RENT,67000,1,G,30.49,0,675,679,677,debt_consolidation,43758,62523,79.2
443,21000,10.49,9 years,MORTGAGE,50000,1,B,13.85,0,725,729,727,home_improvement,223921,277942,0.3
444,20000,7.89,< 1 year,MORTGAGE,96000,1,A,18.88,1,680,684,682,debt_consolidation,307155,327442,49.5
445,23000,11.49,10+ years,RENT,97800,1,B,11.06,0,690,694,692,debt_consolidation,29705,39037,83.8
446,1600,11.99,2 years,RENT,23000,1,B,12.32,0,665,669,667,other,38635,73595,72.1
447,10000,13.35,6 years,MORTGAGE,30000,0,C,19.88,0,675,679,677,home_improvement,29697,39706,48.4
448,18000,15.99,10+ years,RENT,58000,1,C,29.86,0,720,724,722,debt_consolidation,41937,88717,33.3
450,18000,17.86,9 years,RENT,65000,1,D,38.46,0,670,674,672,debt_consolidation,147076,204491,54.7
451,21450,13.99,10+ years,RENT,70000,1,C,29.18,0,715,719,717,debt_consolidation,60048,80934,71.2
453,14400,12.79,2 years,RENT,45000,1,C,9.12,0,670,674,672,credit_card,105052,112518,57
454,15000,20.5,3 years,RENT,55000,0,E,24.31,0,675,679,677,debt_consolidation,132850,130677,61.6
455,10000,13.99,6 years,RENT,60000,1,C,9.02,0,680,684,682,debt_consolidation,8469,19500,55.4
456,16800,7.89,5 years,MORTGAGE,53000,1,A,13.32,0,700,704,702,debt_consolidation,31056,67082,24.3
457,11500,11.49,1 year,RENT,55640,1,B,4.31,0,660,664,662,debt_consolidation,6723,10400,64.6
458,6000,12.62,2 years,RENT,48000,1,C,19.65,0,685,689,687,debt_consolidation,60837,72193,68.5
462,12000,16.29,,OWN,31740,1,D,33.53,0,670,674,672,medical,67439,85470,32.8
463,29800,18.25,< 1 year,RENT,71000,0,E,21.16,0,675,679,677,debt_consolidation,55552,71857,67.8
464,20000,7.89,5 years,RENT,89500,1,A,15.85,0,680,684,682,debt_consolidation,45641,70600,64.6
465,19500,15.61,10+ years,OWN,70000,1,D,13.6,0,670,674,672,debt_consolidation,222350,238586,52.7
468,9000,11.49,< 1 year,MORTGAGE,66000,1,B,15.56,0,670,674,672,credit_card,61427,62600,82.2
470,8175,11.44,4 years,MORTGAGE,60000,1,B,20.96,0,670,674,672,credit_card,186406,204389,55.3
473,6025,11.44,1 year,OWN,45000,1,B,6.64,1,670,674,672,home_improvement,4001,25976,1.4
478,35000,8.24,1 year,MORTGAGE,85000,1,B,12.86,1,675,679,677,credit_card,340040,391993,49.2
481,12800,13.99,,OWN,40000,1,C,13.64,1,680,684,682,debt_consolidation,47421,75400,31.4
482,21000,14.99,3 years,RENT,95000,1,C,8.19,0,750,754,752,other,28809,66015,15.2
484,12000,10.49,10+ years,MORTGAGE,110000,0,B,15.28,0,685,689,687,debt_consolidation,54161,127815,29.7
486,10000,7.99,< 1 year,MORTGAGE,56000,1,A,24.05,3,680,684,682,debt_consolidation,131392,222378,48.5
487,9600,11.39,10+ years,MORTGAGE,165000,1,B,15.31,0,685,689,687,vacation,475237,532372,73
492,10000,15.59,7 years,MORTGAGE,68000,1,C,23.91,1,670,674,672,debt_consolidation,165695,213013,36.2
493,8000,19.03,< 1 year,RENT,50000,1,D,13.66,0,680,684,682,debt_consolidation,18737,29600,60.6
494,25000,7.97,9 years,RENT,130000,1,A,20.27,0,710,714,712,debt_consolidation,358167,552687,43.3
495,9600,16.29,9 years,RENT,59000,1,D,39.24,2,660,664,662,debt_consolidation,301455,304536,64.6
496,10000,12.74,3 years,RENT,42000,1,C,16,1,690,694,692,debt_consolidation,20692,35870,49.1
497,21700,6.92,1 year,OWN,75000,1,A,28.91,1,695,699,697,credit_card,65843,119355,51.3
500,12000,6.24,5 years,MORTGAGE,50000,1,A,25,0,770,774,772,credit_card,241181,317000,20
505,3975,16.99,2 years,RENT,60320,0,D,17.67,0,680,684,682,debt_consolidation,60443,65484,10
506,5000,10.49,2 years,RENT,80000,0,B,24.44,0,665,669,667,credit_card,61549,80987,61
507,23000,22.74,10+ years,RENT,80000,1,E,28.14,0,690,694,692,debt_consolidation,42598,109353,41.2
508,7000,11.99,< 1 year,RENT,22000,1,C,29.95,0,675,679,677,credit_card,33571,37446,85.6
510,20000,18.99,6 years,OWN,90000,1,D,6.89,1,660,664,662,debt_consolidation,22930,45200,50.7
511,6000,6.89,,MORTGAGE,36523,1,A,18.9,0,680,684,682,debt_consolidation,30050,52676,14.9
512,6000,7.89,1 year,MORTGAGE,75000,1,A,13.55,0,680,684,682,debt_consolidation,131337,152424,119.6
513,10000,11.44,10+ years,RENT,70000,1,B,5.9,0,680,684,682,debt_consolidation,9305,13200,70.5
515,6000,10.91,9 years,RENT,29000,1,B,11.05,0,690,694,692,debt_consolidation,11613,21600,53.8
516,7500,7.26,10+ years,MORTGAGE,92000,1,A,21.6,0,700,704,702,debt_consolidation,359273,406809,90.6
517,6800,12.69,10+ years,MORTGAGE,90250,1,C,3.51,1,665,669,667,credit_card,227935,257724,69.8
518,7000,14.65,10+ years,MORTGAGE,69100,0,C,9.41,0,670,674,672,home_improvement,119802,146923,49.6
519,7200,12.74,10+ years,RENT,78000,1,C,22.18,1,695,699,697,credit_card,48167,67861,33.7
520,20000,16.55,7 years,RENT,174000,1,D,15.02,0,685,689,687,debt_consolidation,93554,110204,90.1
521,12000,9.99,10+ years,MORTGAGE,95000,1,B,35.86,0,720,724,722,credit_card,441645,516509,58.8
522,28000,13.67,< 1 year,RENT,98000,1,C,7.33,0,665,669,667,credit_card,20154,52900,25.1
523,12000,15.61,9 years,RENT,40000,1,D,25.2,0,660,664,662,debt_consolidation,27702,33570,84.1
524,11200,12.74,< 1 year,RENT,75000,1,C,18.3,0,670,674,672,debt_consolidation,30957,49705,63.7
525,8700,8.24,,MORTGAGE,130400,1,B,6.15,0,665,669,667,debt_consolidation,14568,24900,94.3
526,4800,14.98,< 1 year,RENT,20800,0,C,14.85,0,690,694,692,vacation,9578,18750,37.9
527,7000,14.65,4 years,RENT,32000,1,C,27.23,0,665,669,667,debt_consolidation,19918,27347,50
530,7000,7.91,< 1 year,RENT,26000,1,A,12.51,0,705,709,707,debt_consolidation,20372,26148,66.8
531,15000,12.62,3 years,MORTGAGE,150000,1,C,9.23,2,665,669,667,credit_card,25139,51900,32.1
532,8400,8.39,,MORTGAGE,48000,1,B,33.98,0,680,684,682,debt_consolidation,44350,70709,40.5
534,4000,18.99,4 years,MORTGAGE,41532,1,D,34.38,0,665,669,667,credit_card,39570,51180,53.9
538,20000,11.49,,RENT,75000,1,B,23.26,0,675,679,677,debt_consolidation,50026,74248,72.4
541,5000,7.99,3 years,MORTGAGE,85000,1,A,17.72,0,730,734,732,debt_consolidation,282237,301483,63
544,12000,5.32,10+ years,RENT,95000,1,A,14.74,0,680,684,682,debt_consolidation,26554,63198,27.6
546,10500,19.99,2 years,RENT,45000,0,E,22.05,0,670,674,672,car,27475,43700,55.1
547,9600,10.75,3 years,RENT,31000,1,B,18.82,0,665,669,667,debt_consolidation,10117,23994,46.5
550,3600,7.59,9 years,RENT,59480,1,A,19.85,0,750,754,752,major_purchase,28004,80849,7.4
552,24000,14.08,10+ years,MORTGAGE,95000,1,C,23.93,0,715,719,717,debt_consolidation,100330,141642,53.4
553,28775,20.2,10+ years,MORTGAGE,80000,1,E,9.92,4,660,664,662,debt_consolidation,46107,49259,78.3
555,7000,7.89,10+ years,RENT,116000,1,A,17.73,7,685,689,687,debt_consolidation,334411,373323,64.5
556,10000,8.38,10+ years,MORTGAGE,50000,1,B,10.73,1,670,674,672,debt_consolidation,141970,194790,24.2
557,4000,13.33,2 years,RENT,47000,0,C,29.78,1,675,679,677,debt_consolidation,52030,66138,40.7
559,18000,8.24,,OWN,80000,1,B,4.76,1,690,694,692,major_purchase,25100,277500,32
560,7500,11.53,3 years,MORTGAGE,38000,1,B,7.71,1,675,679,677,car,231584,241034,79.8
562,13200,15.41,2 years,MORTGAGE,30000,1,D,19.24,0,705,709,707,debt_consolidation,115331,147131,46.1
564,35000,24.85,10+ years,MORTGAGE,70000,1,E,34.73,0,710,714,712,debt_consolidation,261125,293501,96
566,15000,16.29,,RENT,106000,1,D,20.1,3,660,664,662,debt_consolidation,502508,518755,72.1
570,19100,9.44,5 years,MORTGAGE,70000,1,B,26.95,0,745,749,747,medical,334215,398493,36.8
571,30000,17.86,10+ years,RENT,65595,1,D,26.78,0,695,699,697,debt_consolidation,261528,299354,76.7
572,19750,12.99,10+ years,RENT,44136,0,C,27.62,0,735,739,737,debt_consolidation,71132,100812,35
574,8000,11.39,,RENT,48000,1,B,5.65,0,660,664,662,debt_consolidation,7860,9400,83.6
576,10000,11.53,< 1 year,RENT,50000,1,B,5.52,0,705,709,707,debt_consolidation,3874,6700,57.8
577,35000,16.59,10+ years,OWN,609000,0,D,1.58,2,665,669,667,car,29439,92504,5.7
578,34875,25.99,7 years,MORTGAGE,144000,0,G,26.64,0,700,704,702,debt_consolidation,556962,633937,86.9
579,10000,13.99,8 years,MORTGAGE,68000,1,C,16.93,0,715,719,717,other,415790,426507,26.9
584,35000,13.18,< 1 year,MORTGAGE,105000,1,C,8.66,0,685,689,687,credit_card,494423,592593,83.7
588,27600,12.62,7 years,RENT,160000,1,C,15.35,0,725,729,727,debt_consolidation,68237,88147,1.1
589,8000,11.99,< 1 year,RENT,96000,1,C,5.43,1,700,704,702,major_purchase,54950,81331,0
590,14000,14.08,8 years,MORTGAGE,56000,1,C,14.38,0,670,674,672,credit_card,132936,152715,54
591,12000,30.75,,RENT,53000,1,F,31.2,0,690,694,692,debt_consolidation,37537,52570,98.5
592,4000,8.59,3 years,RENT,65000,1,A,16.01,2,705,709,707,credit_card,100086,118146,47.9
594,27200,18.99,10+ years,MORTGAGE,250000,1,E,15.97,1,675,679,677,major_purchase,473335,545198,99.9
596,20000,6.92,3 years,MORTGAGE,85000,0,A,18.8,0,740,744,742,debt_consolidation,206367,238335,43.8
597,13000,10.75,< 1 year,MORTGAGE,70000,1,B,15.33,0,720,724,722,credit_card,164711,190460,45.3
599,11950,18.2,4 years,RENT,48000,1,E,34.05,0,660,664,662,debt_consolidation,50343,75570,29.5
601,18475,17.86,10+ years,RENT,42000,1,D,17.69,0,705,709,707,debt_consolidation,23885,39389,57.9
603,9000,13.67,5 years,RENT,47999,1,C,36.88,1,685,689,687,debt_consolidation,43911,76994,86.4
604,20000,9.93,1 year,MORTGAGE,114000,1,B,6.57,0,695,699,697,debt_consolidation,202889,229625,75.2
605,18675,11.44,10+ years,MORTGAGE,68000,1,B,17.49,0,700,704,702,debt_consolidation,39409,57800,67.2
607,6000,8.24,< 1 year,RENT,58000,1,B,19.08,1,705,709,707,credit_card,57711,82497,36.5
608,4800,7.39,7 years,MORTGAGE,31717,1,A,9,0,745,749,747,other,158291,173883,11.2
609,6500,13.99,9 years,RENT,50000,0,C,30.69,0,660,664,662,debt_consolidation,70602,79099,93.5
611,20000,5.32,3 years,OWN,66000,1,A,20.78,0,725,729,727,credit_card,45462,121168,34.6
612,21825,23.43,9 years,RENT,52000,1,F,21.04,0,665,669,667,debt_consolidation,29140,34969,82.9
613,18000,9.44,1 year,MORTGAGE,186000,1,B,3.18,0,680,684,682,debt_consolidation,368103,442766,37
614,8000,14.65,< 1 year,RENT,60000,1,C,16.82,0,660,664,662,debt_consolidation,31185,41290,69.3
616,23075,13.99,10+ years,MORTGAGE,140000,1,C,24.62,0,700,704,702,debt_consolidation,381214,413346,85.7
617,5200,8.59,10+ years,RENT,131723,1,A,10,0,690,694,692,debt_consolidation,45458,53780,71
618,24775,12.29,3 years,MORTGAGE,106000,1,C,26.97,0,695,699,697,debt_consolidation,358475,399154,81.3
619,12000,11.49,1 year,RENT,55000,0,B,12.9,0,675,679,677,medical,14327,66368,25.5
620,10800,7.97,10+ years,RENT,55000,1,A,24.63,1,670,674,672,debt_consolidation,30637,50256,68
621,16800,12.74,10+ years,RENT,40000,1,C,16.74,0,675,679,677,debt_consolidation,19893,33521,55.3
622,18000,16.99,< 1 year,MORTGAGE,75000,0,D,32.22,0,680,684,682,debt_consolidation,245605,267531,67.1
624,28000,16.78,10+ years,OWN,175000,0,C,9.95,0,705,709,707,debt_consolidation,335026,467500,40.8
626,10000,11.99,2 years,OWN,52000,1,B,11.89,0,665,669,667,debt_consolidation,15091,41696,30.3
628,1000,12.79,6 years,RENT,23000,1,C,2.61,0,740,744,742,credit_card,531,9500,5.6
629,24000,11.49,10+ years,RENT,66000,1,B,13.89,0,730,734,732,credit_card,40293,55447,67.3
630,32000,12.79,< 1 year,RENT,110000,1,C,16.96,0,695,699,697,credit_card,335618,359805,47.1
631,28000,12.74,3 years,MORTGAGE,75000,1,C,25.33,3,695,699,697,other,305225,372170,41.4
636,24000,14.65,8 years,MORTGAGE,67000,1,C,30.01,0,680,684,682,debt_consolidation,210038,231906,73.3
639,3100,9.99,3 years,MORTGAGE,85000,1,B,19.48,0,670,674,672,credit_card,91928,125673,84.8
641,15000,13.11,10+ years,MORTGAGE,45000,0,B,9.68,0,665,669,667,debt_consolidation,169609,183807,61.4
643,35000,8.99,10+ years,RENT,540000,1,B,10.33,0,670,674,672,credit_card,110304,156443,75.6
644,20000,15.05,1 year,MORTGAGE,90000,1,C,21.39,1,710,714,712,debt_consolidation,355805,429834,58.2
646,14000,12.74,< 1 year,MORTGAGE,41000,1,C,26.55,0,690,694,692,credit_card,88434,92827,82.3
648,25000,12.99,10+ years,MORTGAGE,53000,1,B,19.32,0,750,754,752,debt_consolidation,105214,168773,28.9
649,10800,16.99,< 1 year,RENT,30000,1,D,39.52,1,695,699,697,debt_consolidation,33016,66179,37.2
653,6000,13.49,3 years,RENT,63000,1,C,17.8,0,705,709,707,credit_card,48006,66113,50.7
654,6450,18.99,2 years,RENT,19000,1,D,17.02,0,670,674,672,debt_consolidation,4696,15500,30.3
656,25000,9.44,6 years,MORTGAGE,137000,1,B,1.24,1,705,709,707,home_improvement,496507,518751,26.5
658,6000,11.44,8 years,MORTGAGE,70000,1,B,15.29,0,665,669,667,credit_card,265913,282201,82
660,6800,5.32,10+ years,MORTGAGE,45000,1,A,11.52,0,810,814,812,debt_consolidation,215314,271121,21.2
661,5950,23.13,4 years,RENT,46000,0,F,24.97,1,665,669,667,debt_consolidation,17709,29938,79
663,24000,14.46,7 years,MORTGAGE,88000,0,C,14.63,0,700,704,702,debt_consolidation,358266,420913,59.9
665,15000,17.86,2 years,MORTGAGE,85000,0,D,38.08,2,660,664,662,debt_consolidation,158317,199540,90.5
666,26875,18.99,< 1 year,MORTGAGE,64000,0,D,34.2,0,660,664,662,debt_consolidation,148895,187774,67.8
667,13375,19.19,4 years,RENT,60000,0,E,15.42,0,670,674,672,debt_consolidation,17980,25827,58.9
668,16000,11.44,2 years,RENT,110000,1,B,15.5,0,725,729,727,debt_consolidation,51670,113980,29.1
669,35000,18.06,4 years,MORTGAGE,92000,1,D,20.01,2,665,669,667,debt_consolidation,327950,380609,72.5
671,26000,18.25,10+ years,MORTGAGE,65000,1,E,10.73,1,680,684,682,credit_card,261005,280405,49.6
673,35000,21.18,5 years,RENT,119000,0,E,18.13,0,680,684,682,debt_consolidation,50772,70182,86.7
676,15000,10.99,,RENT,90000,1,B,11.04,2,680,684,682,debt_consolidation,156343,185740,22.1
677,13000,13.99,,MORTGAGE,44000,1,C,13.46,0,755,759,757,debt_consolidation,99120,132892,30.2
678,24000,7.39,,MORTGAGE,107000,1,A,13.86,0,705,709,707,debt_consolidation,113321,153262,68.7
679,16000,13.18,10+ years,RENT,75000,1,C,27.04,1,700,704,702,debt_consolidation,76163,119376,35.9
681,16000,10.99,,MORTGAGE,85000,1,B,23.31,0,695,699,697,credit_card,379853,433702,50.4
682,10000,7.49,2 years,RENT,75000,1,A,15.73,0,750,754,752,credit_card,33306,99357,13
683,5600,11.49,10+ years,OWN,23000,1,B,21.61,0,675,679,677,home_improvement,24213,39300,61.6
684,10000,14.65,8 years,RENT,45000,0,C,18.91,0,680,684,682,credit_card,18880,33500,56.4
685,5000,8.24,10+ years,MORTGAGE,115000,1,B,26.45,0,750,754,752,credit_card,174554,251863,31.5
686,8000,14.99,10+ years,RENT,75000,1,C,21.22,4,660,664,662,debt_consolidation,47508,62821,46.3
687,20000,7.21,10+ years,MORTGAGE,160000,1,A,10.47,2,710,714,712,home_improvement,128570,495000,34.2
690,32000,15.31,7 years,MORTGAGE,88000,0,C,24.87,0,745,749,747,vacation,66403,117663,50.8
692,6725,10.42,10+ years,RENT,38000,1,B,13.46,0,715,719,717,debt_consolidation,12291,22496,61.8
693,10000,9.99,10+ years,MORTGAGE,58000,0,B,21.77,0,695,699,697,home_improvement,46260,76486,55.8
697,6000,5.32,10+ years,MORTGAGE,158700,1,A,4.53,0,805,809,807,home_improvement,398577,470803,0.4
700,12475,27.31,9 years,OWN,39000,0,G,27.63,0,675,679,677,car,34356,43511,95
701,16000,16.02,10+ years,MORTGAGE,50000,1,C,12.58,0,680,684,682,credit_card,20708,46300,44.7
702,12000,7.89,10+ years,MORTGAGE,180000,1,A,14.12,0,715,719,717,home_improvement,515632,564983,31.3
703,20000,8.18,10+ years,RENT,85700,1,B,13.69,0,670,674,672,debt_consolidation,33535,71300,47
704,21000,11.49,2 years,RENT,101920,1,B,25.55,0,705,709,707,debt_consolidation,85757,109261,85.5
708,1250,7.07,10+ years,RENT,45000,1,A,27.12,0,720,724,722,vacation,29204,55525,48.9
709,20700,15.61,6 years,RENT,45000,1,D,22.03,0,695,699,697,debt_consolidation,34244,45200,78.3
713,28000,7.97,10+ years,RENT,155000,1,A,11.8,3,685,689,687,debt_consolidation,59775,123330,53.3
714,16800,9.16,,RENT,84000,0,B,9.11,0,670,674,672,debt_consolidation,18346,28389,69
715,20000,16.29,5 years,RENT,100000,0,D,10.64,2,685,689,687,small_business,17611,45400,49.2
716,6025,11.99,1 year,RENT,52000,1,C,20.68,0,665,669,667,credit_card,54266,66700,45.8
719,10000,6.24,3 years,RENT,45000,1,A,12.47,0,720,724,722,credit_card,16452,52548,26.1
720,10000,14.99,8 years,OWN,25000,0,C,10.85,0,680,684,682,credit_card,5562,9100,61.1
723,35000,20.75,1 year,RENT,125000,1,E,20.46,0,680,684,682,debt_consolidation,81140,112686,78
724,14000,14.99,10+ years,RENT,60000,1,C,34.68,0,675,679,677,debt_consolidation,126688,108082,86.1
725,21000,14.65,10+ years,MORTGAGE,91216,1,C,30.34,0,670,674,672,debt_consolidation,99932,144993,91.1
728,6000,7.26,2 years,RENT,25000,1,A,26.84,0,735,739,737,debt_consolidation,26187,58262,12.4
729,21000,13.44,2 years,RENT,104000,0,C,29.89,0,705,709,707,debt_consolidation,110778,149342,50.3
730,15000,8.59,10+ years,MORTGAGE,60000,1,A,25.76,0,715,719,717,debt_consolidation,39593,73520,60
735,19500,7.99,10+ years,MORTGAGE,63000,1,A,27.07,2,695,699,697,other,202028,241361,67.7
736,25275,18.25,,OWN,52680,1,D,36.57,0,690,694,692,credit_card,51026,87289,56
738,13000,7.21,8 years,OWN,100000,1,A,7.75,0,725,729,727,debt_consolidation,169347,187001,79.4
742,10000,12.29,,RENT,43000,1,C,24.89,0,690,694,692,credit_card,32587,37856,84.8
744,20000,11.49,10+ years,MORTGAGE,65000,1,B,24.08,0,685,689,687,debt_consolidation,94038,147775,62.2
749,10000,18.99,10+ years,MORTGAGE,49000,1,D,23.95,2,665,669,667,debt_consolidation,33657,61400,42.5
752,6400,9.93,10+ years,MORTGAGE,40000,1,B,18.39,0,675,679,677,credit_card,20773,32070,66.5
753,5000,15.99,3 years,RENT,35000,1,C,6,0,685,689,687,other,3746,11000,34.1
754,15125,19.99,10+ years,MORTGAGE,45000,1,E,18.48,0,730,734,732,debt_consolidation,59694,78000,72.6
755,18000,27.49,2 years,MORTGAGE,157000,1,F,30.28,0,660,664,662,debt_consolidation,115108,135037,95.3
757,18000,7.89,10+ years,OWN,100000,1,A,26.67,4,705,709,707,debt_consolidation,61083,112250,43
759,18675,18.2,10+ years,MORTGAGE,50000,1,E,37.45,0,665,669,667,debt_consolidation,156882,178055,83.8
761,7500,14.99,,MORTGAGE,67000,0,C,13.8,1,670,674,672,home_improvement,374499,413296,21.5
762,5500,5.93,2 years,RENT,42000,1,A,22.51,0,730,734,732,credit_card,40364,74634,53.2
763,4800,12.59,10+ years,RENT,75000,1,C,26.46,0,660,664,662,debt_consolidation,28952,47491,98.9
764,8000,15.77,,MORTGAGE,93000,0,D,37.44,0,675,679,677,debt_consolidation,335258,384829,56
767,13200,20.2,4 years,MORTGAGE,94000,0,E,15.84,0,670,674,672,debt_consolidation,366250,410579,96.2
772,10200,13.33,8 years,RENT,56000,0,C,22.52,0,670,674,672,debt_consolidation,62576,94073,52
773,15000,13.33,10+ years,MORTGAGE,95000,1,C,14.22,0,680,684,682,debt_consolidation,158061,182470,72.5
778,25000,9.44,3 years,MORTGAGE,140000,1,B,6.3,0,755,759,757,debt_consolidation,163413,251027,12.2
780,19000,16.99,< 1 year,RENT,53000,0,D,16.92,0,675,679,677,debt_consolidation,37320,52106,45.4
781,20000,7.21,10+ years,MORTGAGE,95000,1,A,19.26,0,770,774,772,debt_consolidation,86746,116375,0
782,6000,8.38,9 years,MORTGAGE,55000,1,B,17.13,1,675,679,677,home_improvement,258403,282719,46.7
783,21600,18.25,< 1 year,OWN,45000,1,E,23.55,0,685,689,687,credit_card,101783,107200,100.2
785,12800,17.99,10+ years,RENT,65000,1,D,6.04,1,660,664,662,debt_consolidation,8215,20300,40.5
786,10000,6.99,8 years,RENT,75000,1,A,17.68,0,745,749,747,credit_card,53731,85138,39
788,16000,13.49,3 years,MORTGAGE,60400,1,C,24.16,0,715,719,717,credit_card,195086,232240,45.4
789,11200,10.99,3 years,RENT,40000,0,B,26.07,0,750,754,752,credit_card,55217,77190,32.3
792,2200,6.99,10+ years,MORTGAGE,90000,1,A,18.96,1,735,739,737,other,331598,441920,43.4
794,30000,15.99,1 year,RENT,47000,1,C,14.62,0,735,739,737,debt_consolidation,20506,49650,27.4
795,8900,16.29,2 years,OWN,46500,1,D,3.23,3,660,664,662,debt_consolidation,25810,31053,30.1
796,24000,10.49,10+ years,MORTGAGE,250000,1,B,19.69,1,685,689,687,debt_consolidation,711507,850150,58
798,20000,19.03,4 years,RENT,72886,1,D,25.09,0,695,699,697,credit_card,146797,141359,49.3
799,14400,16.55,< 1 year,RENT,40000,1,D,26.04,0,685,689,687,debt_consolidation,27191,47345,68.5
801,8000,11.39,8 years,RENT,100800,1,B,13.85,0,670,674,672,other,31274,50541,45.9
802,12000,10.42,3 years,MORTGAGE,135000,1,B,14.97,0,675,679,677,debt_consolidation,372123,444247,48.5
804,8000,15.31,7 years,MORTGAGE,55000,0,C,25.25,0,695,699,697,debt_consolidation,157599,180056,48.4
